,title,Domestic Gross,Year,rating,id,imdbid
2179,Marshall,10051659,2017,0,7899,5301662
2180,Maudie,6170998,2017,1,8092,3721954
2181,You Were Never Really Here,2528078,2017,0,8163,5742374
2182,Tulip Fever,2455635,2017,1,7787,491203
2183,My Cousin Rachel,2716368,2017,1,7682,4411596
2184,Amityville: The Awakening,742,2017,1,7864,1935897
2185,Beatriz at Dinner,7115854,2017,1,7707,5929750
2186,Norman,3814868,2017,0,7952,4191702
2187,Table 19,3614896,2017,1,7490,1412528
2188,Colossal,3029287,2017,0,7691,4680182
2189,Mark Felt: The Man Who Brought Down the White House,768946,2017,0,8621,5175450
2190,Free Fire,1799312,2017,0,7591,4158096
2191,Good Time,2026499,2017,1,7855,4846232
2192,Ingrid Goes West,3024308,2017,1,7808,5962210
2193,Raw,514870,2017,1,7662,4954522
2194,A Ghost Story,1596371,2017,0,8005,6265828
2195,Thelma,147391,2017,1,8113,6304046
2196,My Friend Dahmer,1361611,2017,0,8172,2291540
2197,Godard Mon Amour,82264,2017,0,8657,5687334
2198,Wilson,653951,2017,1,7978,1781058
2199,Una,22815,2017,0,7754,2315582
2200,Beach Rats,473771,2017,1,8045,6303866
2201,Berlin Syndrome,28660,2017,0,8025,3335606
2202,Band Aid,248370,2017,1,7833,5816374
2203,Better Watch Out,20369,2017,1,8049,4443658
2204,Signature Move,31551,2017,1,8600,5328952
2205,Sweet Virginia,11753,2017,1,8074,2582498
2206,Tournament,4942,2017,0,2174,471041
2207,Avengers: Infinity War,678815482,2018,1,8178,4154756
2208,Black Panther,700059566,2018,1,8058,1825683
2209,Jurassic World: Fallen Kingdom,417719760,2018,1,8302,4881806
2210,Incredibles 2,608581744,2018,1,8290,3606756
2211,Aquaman,335061807,2018,1,8522,1477834
2212,Bohemian Rhapsody,216428042,2018,0,8462,1727824
2213,Deadpool 2,318491426,2018,0,8229,5463162
2214,Fantastic Beasts: The Crimes of Grindelwald,159555901,2018,0,8484,4123430
2215,Ant-Man and the Wasp,216648740,2018,1,8318,5095030
2216,Ready Player One,137690172,2018,1,8125,1677720
2217,Ralph Breaks the Internet,201091711,2018,1,8492,5848272
2218,Bumblebee,127195589,2018,1,8585,4701182
2219,A Star Is Born,215288866,2018,1,8430,1517451
2220,Rampage,101028233,2018,1,8381,2231461
2221,Mamma Mia! Here We Go Again,120634935,2018,1,8337,6911608
2222,Solo: A Star Wars Story,213767512,2018,0,8246,3778644
2223,Mary Poppins Returns,171958438,2018,1,8575,5028340
2224,A Quiet Place,188024361,2018,0,8157,6644200
2225,Green Book,85080171,2018,0,8512,6966692
2226,Pacific Rim: Uprising,59874525,2018,1,8134,2557478
2227,Maze Runner: The Death Cure,58032443,2018,1,8056,4500922
2228,Tomb Raider,58250803,2018,1,8121,1365519
2229,Crazy Rich Asians,174532921,2018,1,8378,3104988
2230,Creed II,115715889,2018,1,8518,6343314
2231,Smallfoot,83240103,2018,1,8427,6182908
2232,Christopher Robin,99215042,2018,0,8364,4575576
2233,Johnny English Strikes Again,4412170,2018,0,8424,6921996
2234,Red Sparrow,46874505,2018,1,8145,2873282
2235,A Wrinkle in Time,100478608,2018,1,8459,1620680
2236,Instant Family,67363237,2018,1,8661,7401588
2237,Game Night,69179066,2018,1,8080,2704998
2238,First Man,44936545,2018,1,8445,1213641
2239,Book Club,68566296,2018,1,8475,6857166
2240,Alpha,35857181,2018,0,8386,4244998
2241,A Simple Favor,53548586,2018,1,8420,7040874
2242,I Feel Pretty,48795601,2018,1,8365,6791096
2243,Blockers,60311495,2018,1,8433,2531344
2244,BlacKkKlansman,49275340,2018,1,8368,7349662
2245,Overboard,50316123,2018,1,8582,1563742
2246,Mortal Engines,15951040,2018,1,8572,1571234
2247,Hereditary,44069456,2018,1,8305,7784604
2248,Tag,54730625,2018,1,8313,2854926
2249,Vice,47836282,2018,0,8577,6266538
2250,Widows,42402632,2018,1,8491,4218572
2251,Searching,26020957,2018,0,8472,7668870
2252,Second Act,39282227,2018,0,8851,2126357
2253,Shoplifters,3313513,2018,1,8611,8075192
2254,"Love, Simon",40826341,2018,0,8142,5164432
2255,Life of the Party,53059911,2018,1,8277,5619332
2256,Isle of Dogs,32015231,2018,1,8137,5104604
2257,Early Man,8267544,2018,0,8144,4701724
2258,Slender Man,30569484,2018,1,8407,5690360
2259,Andhadhun,1193046,2018,0,8730,8108198
2260,Mary Queen of Scots,16468499,2018,1,8573,2328900
2261,Annihilation,32732301,2018,1,8077,2798920
2262,On the Basis of Sex,24622687,2018,1,8587,4669788
2263,Bad Times at the El Royale,17839115,2018,0,8839,6628394
2264,Free Solo,17541090,2018,0,8580,7775622
2265,If Beale Street Could Talk,14915773,2018,1,8588,7125860
2266,Sorry to Bother You,17493096,2018,0,8324,5688932
2267,Eighth Grade,13539709,2018,1,8359,7014006
2268,Colette,5137622,2018,1,8567,5437928
2269,Welcome to Marwen,10763520,2018,0,8885,3289724
2270,Can You Ever Forgive Me?,8803865,2018,1,8485,4595882
2271,Boy Erased,6788692,2018,0,8832,7008872
2272,Little Women,1379497,2018,1,8949,3281548
2273,Ben Is Back,3703184,2018,1,8591,7545524
2274,Simmba,5102129,2018,0,8961,7212726
2275,Mid90s,7362439,2018,0,8499,5613484
2276,Disobedience,3498782,2018,1,8471,6108178
2277,Suspiria,2483472,2018,1,8465,1034415
2278,Leave No Trace,6046104,2018,1,8421,3892172
2279,Burning,718991,2018,0,8397,7282468
2280,Destroyer,1533324,2018,1,8690,7137380
2281,Blindspotting,4333394,2018,0,8351,7242142
2282,Sgt. Stubby: An American Hero,4015935,2018,0,8822,5314190
2283,Woman at War,847495,2018,1,8349,7279188
2284,Ghost Stories,148747,2018,0,8663,5516328
2285,American Animals,2856954,2018,0,8317,6212478
2286,First Reformed,3448256,2018,0,8391,6053438
2287,Thoroughbreds,3072605,2018,1,8103,5649108
2288,McQueen,1257275,2018,0,8833,6510332
2289,Assassination Nation,2005142,2018,1,8656,6205872
2290,Hearts Beat Loud,2386251,2018,1,8091,7158430
2291,Mary Shelley,108900,2018,1,8831,3906082
2292,Vox Lux,727119,2018,1,8662,5960374
2293,Mandy,1214525,2018,0,8461,6998518
2294,Revenge,102091,2018,0,7839,6738136
2295,MFKZ,229423,2018,0,8448,4717402
2296,Please Stand By,9868,2018,1,8489,4652650
2297,Flower,328188,2018,1,8311,2582784
2298,Skate Kitchen,236799,2018,1,8579,7545566
2299,Gemini,200340,2018,1,8487,5795086
2300,Bad Reputation,148568,2018,1,5547,478976
2301,Support the Girls,129124,2018,1,8809,6859352
2302,Ava,20940,2018,1,8118,6194530
2303,Bullitt County,11257,2018,1,8678,6140148
2304,Nana,2784,2018,1,2369,471834
2305,Avengers: Endgame,858373000,2019,1,8720,4154796
2306,Spider-Man: Far from Home,390532085,2019,0,8781,6320628
2307,Captain Marvel,426829839,2019,1,8668,4154664
2308,Toy Story 4,434038008,2019,1,8772,1979376
2309,Star Wars: Episode IX - The Rise of Skywalker,514718318,2019,1,8936,2527338
2310,Aladdin,355559216,2019,1,8750,6139732
2311,How to Train Your Dragon: The Hidden World,160799505,2019,0,8607,2386490
2312,Maleficent: Mistress of Evil,113929605,2019,1,8876,4777008
2313,Alita: Battle Angel,85710210,2019,1,8642,437086
2314,Godzilla: King of the Monsters,110500138,2019,1,8766,3741700
2315,Shazam!,140371656,2019,1,8693,448115
2316,1917,156128024,2019,0,8962,8579674
2317,John Wick: Chapter 3 - Parabellum,171015687,2019,0,8755,6146586
2318,Knives Out,164698675,2019,1,8907,8946378
2319,Terminator: Dark Fate,62253077,2019,1,8838,6450804
2320,Us,175084580,2019,1,8681,6857112
2321,Annabelle Comes Home,74152591,2019,1,8775,8350360
2322,Ford v Ferrari,117514245,2019,0,8869,1950186
2323,Downton Abbey,96854135,2019,1,8866,6398184
2324,Gemini Man,48546770,2019,0,8868,1025100
2325,Hustlers,104963598,2019,1,8870,5503686
2326,Yesterday,73286650,2019,0,8937,8079248
2327,Ad Astra,50188370,2019,0,8855,2935510
2328,Midway,56846802,2019,0,8904,6924650
2329,Zombieland: Double Tap,73123082,2019,1,8927,1560220
2330,Last Christmas,35150750,2019,1,8899,8623904
2331,Dora and the Lost City of Gold,60477943,2019,1,8841,7547410
2332,Pet Sematary,54724696,2019,1,8824,837563
2333,Good Boys,83140306,2019,0,8943,7343762
2334,Scary Stories to Tell in the Dark,68947075,2019,1,8867,3387520
2335,Crawl,39014193,2019,1,8791,8364368
2336,Five Feet Apart,45729221,2019,1,8813,6472976
2337,Rambo: Last Blood,44819352,2019,0,8942,1206885
2338,Jojo Rabbit,33147237,2019,1,8903,2584384
2339,Cold Pursuit,32138862,2019,0,8639,5719748
2340,Cats,27166770,2019,1,8941,5697572
2341,Doctor Sleep,31581712,2019,1,8914,5606664
2342,What Men Want,54611903,2019,0,8884,7634968
2343,A Beautiful Day in the Neighborhood,61667441,2019,0,8911,3224458
2344,Happy Death Day 2U,28148130,2019,1,8684,8155288
2345,Ma,45896028,2019,1,8758,7958736
2346,Ready or Not,28714231,2019,1,8861,7798634
2347,Uncut Gems,49995723,2019,0,8951,5727208
2348,Harriet,43082155,2019,1,8892,4648786
2349,Midsommar,27426361,2019,1,8784,8772262
2350,Fighting with My Family,22958886,2019,1,8679,6513120
2351,Brightburn,17300439,2019,0,8765,7752126
2352,Gully Boy,5566534,2019,0,8699,2395469
2353,Booksmart,22680962,2019,1,8747,1489887
2354,Late Night,15499454,2019,1,8764,6107548
2355,Unplanned,19005109,2019,1,8742,9024106
2356,Greta,10532219,2019,1,8658,2639336
2357,Motherless Brooklyn,9277736,2019,1,8910,385887
2358,Miss Bala,15006824,2019,1,8728,5941692
2359,Tolkien,4535154,2019,0,8825,3361792
2360,Portrait of a Lady on Fire,2471585,2019,1,8882,8613070
2361,Wild Rose,1635117,2019,1,8714,5117428
2362,Luce,2010613,2019,1,8900,7616148
2363,Teen Spirit,441366,2019,1,4418,1845866
2364,For Sama,43796,2019,1,8969,9617456
2365,Monos,406473,2019,1,8948,6062774
2366,Nancy Drew and the Hidden Staircase,623088,2019,1,8753,8323104
2367,Lords of Chaos,253184,2019,0,8878,4669296
2368,Lucy in the Sky,319976,2019,1,8862,4682804
2369,Sword of Trust,322421,2019,1,8805,8484012
2370,Her Smell,255599,2019,1,8940,7942742
2371,American Woman,236637,2019,1,8647,9109492
2372,Little Joe,23862,2019,1,8967,9204204
2373,Rafiki,137968,2019,1,8596,8286894
