title,year,rating,id,imdbid
Doukyuusei,2016,0,7337,5526028
"Dragon Spell, The",2016,0,7737,5954304
"Duel, The",2016,0,7320,2436682
"Eagle Huntress, The",2016,0,7449,3882074
Eddie the Eagle,2016,0,6998,1083452
"Edge of Seventeen, The",2016,1,7515,1878870
El Olivo,2016,1,7122,3655972
Electra Woman and Dyna Girl,2016,1,7589,4644822
Elle,2016,1,7297,3716530
Elvis &amp; Nixon,2016,0,7005,2093991
Equity,2016,1,7095,3958780
Everybody Wants Some,2016,0,7011,2937696
Extremis,2016,1,6884,5538078
Fai bei sogni,2016,0,8047,4746506
Fantastic Beasts and Where to Find Them,2016,1,7271,3183660
Fences,2016,1,7375,2671706
Final Fantasy XV,2016,1,7393,5595168
Finding Dory,2016,1,6932,2277860
"Finest Hours, The",2016,1,7230,2025690
First Girl I Loved,2016,1,7416,4262174
Florence Foster Jenkins,2016,1,7448,4136084
"Forest, The",2016,1,6856,3387542
Free Fire,2016,0,7591,4158096
Free State of Jones,2016,0,7332,1124037
Friend Request,2016,1,8691,3352390
"Fundamentals of Caring, The",2016,1,6973,2452386
Ghostbusters,2016,1,6977,1289401
"Girl on the Train, The",2016,1,7177,3631112
"Girl with All the Gifts, The",2016,1,7704,4547056
Gods of Egypt,2016,0,6921,2404233
Gr&uuml;&szlig;e aus Fukushima (Greetings from Fukushima),2016,1,7231,4667788
Grease Live!,2016,1,7106,4366830
"Great Wall, The",2016,0,7470,2034800
Hacksaw Ridge,2016,0,7281,2119532
"Hail, Caesar!",2016,0,6710,0475290
Hairspray Live!,2016,1,7369,5664684
"Handmaiden (Ah-ga-ssi) , The",2016,1,7228,4016934
Hardcore Henry,2016,0,6820,3072482
Hated in the Nation,2016,1,7965,5709236
Hell or High Water,2016,0,7110,2582782
Hidden Figures,2016,1,7336,4846340
High Strung,2016,0,7016,3451230
Hounds of Love,2016,1,8009,3896738
House on Willow Street,2016,1,8028,4961380
How to Be Single,2016,1,6916,1292566
Hunt for the Wilderpeople,2016,1,7377,4698684
"Huntsman: Winter&#39;s War, The",2016,1,6790,2381991
Hurricane Bianca,2016,1,7370,4007248
Hush,2016,1,6835,5022702
I Am the Pretty Thing That Lives in the House,2016,1,7729,5059406
I Had a Bloody Good Time at House Harker,2016,0,8581,4779026
"I, Daniel Blake",2016,1,7240,5168192
Ice Age: Collision Course,2016,1,8332,3416828
Ice Fantasy,2016,1,7976,5022298
In a Valley of Violence,2016,0,7357,3608930
Independence Day: Resurgence,2016,1,6947,1628841
Inferno,2016,0,7385,3062096
"Infiltrator, The",2016,1,7147,1355631
It&#39;s Only the End of the World,2016,1,7453,4645368
Jack Reacher: Never Go Back,2016,1,7279,3393786
Jackie,2016,1,7358,1619029
Jane Got a Gun,2016,0,6670,2140037
Jason Bourne,2016,0,7046,4196776
Julieta,2016,1,7167,4326444
"Jungle Book, The",2016,0,6837,3040964
Justice League vs. Teen Titans,2016,1,6812,5091548
Keanu,2016,1,6859,4139124
Keeping Up with the Joneses,2016,1,7727,2387499
Keijo!!!!!,2016,1,8432,6220550
Kill Command,2016,0,7087,2667380
Kimi no na wa.,2016,1,7328,5311514
King Dave,2016,0,7217,4551882
King of the Dancehall,2016,0,7871,5918104
Koe no katachi,2016,0,8312,5323662
Kubo and the Two Strings,2016,0,7065,4302938
Kung Fu Panda 3,2016,1,6808,2267968
L&#39;et&agrave; d&#39;oro,2016,0,7721,4322180
La La Land,2016,1,7353,3783958
La pazza gioia,2016,1,7166,4621872
"Legend of Tarzan, The",2016,0,7284,0918940
Les innocentes,2016,1,6721,4370784
Let Me Go,2016,1,7325,5153952
Liberty&#39;s Secret,2016,1,8602,4396662
"Light Between Oceans, The",2016,1,7084,2547584
Lights Out,2016,1,7040,4786282
Lion,2016,0,7464,3741834
Little Door Gods,2016,1,8030,4788934
Little Sister,2016,1,7481,5434870
Live by Night,2016,0,7583,2361317
Locos de Amor,2016,0,8076,5908566
"Lost City of Z, The",2016,0,7555,1212428
Love &amp; Friendship,2016,1,6891,3068194
"Love Witch, The",2016,1,7560,3908142
Loving,2016,1,7278,4669986
magnificent 7,2016,0,7143,2404435
Manchester by the Sea,2016,1,7376,4034228
Marauders,2016,0,7462,3963816
Martyrs,2016,1,7775,0439602
Masterminds,2016,1,8455,2461150
Maudie,2016,1,8092,3721954
Me Before You,2016,1,6927,2674426
Meet the Blacks,2016,1,8366,4191580
Middle School: The Worst Years of My Life,2016,1,8350,4981636
"Midnight Man, The",2016,1,8136,5629964
Midnight Special,2016,0,6783,2649554
Mike and Dave Need Wedding Dates,2016,1,6976,2823054
Miss Peregrine&#39;s Home for Peculiar Children,2016,1,7229,1935859
Miss Sloane,2016,1,7561,4540710
Moana,2016,1,7292,3521164
Money Monster,2016,1,6929,2241351
Monster High: Welcome to Monster High,2016,1,7738,5898034
Monster Trucks,2016,0,7545,3095734
Moonlight,2016,0,7421,4975722
Morgan,2016,1,7112,4520364
Mother&#39;s Day,2016,1,6882,4824302
Mr. Church,2016,1,7326,4196848
Mr. Right,2016,0,7461,2091935
My Big Fat Greek Wedding 2,2016,1,8273,3760922
My Life as a Zucchini,2016,1,7865,2321405
My Little Pony: Equestria Girls - Legend of Everfree,2016,1,7113,5474644
Ne gledaj mi u pijat,2016,0,8018,5791884
Neighbors 2: Sorority Rising,2016,1,6909,4438848
"Neon Demon, The",2016,1,6952,1974419
Neruda,2016,0,7350,4698584
Nerve,2016,1,7014,3531824
"Nice Guys, The",2016,1,6898,3799694
Nocturnal Animals,2016,1,7300,4550098
Norm of the North,2016,1,6983,1594972
Norman,2016,0,7952,4191702
Now You See Me 2,2016,0,6922,3110958
Nowhere Boys: The Book of Shadows,2016,1,8068,4836736
Office Christmas Party,2016,1,7962,1711525
Other People,2016,1,7505,4158876
Ouija: Origin of Evil,2016,1,7218,4361050
Our Kind of Traitor,2016,1,8083,1995390
Passengers,2016,0,7356,1355644
Paterson,2016,0,7367,5247022
Patients,2016,0,7911,5598100
"Perfect Match, The",2016,0,8258,4871980
Personal Shopper,2016,1,7457,4714782
Pet,2016,0,7882,1183374
Pete&#39;s Dragon,2016,1,7417,2788732
Petersburg: a selfie,2016,1,7879,5789664
Pink,2016,1,8034,5571734
Planetarium,2016,1,8035,4680196
Popstar: Never Stop Never Stopping,2016,0,6965,3960412
Prevenge,2016,1,7886,5154288
Pride and Prejudice and Zombies,2016,1,6713,1374989
"Purge: Election Year, The",2016,1,6962,4094724
Quand on a 17 ans,2016,1,8603,4331970
Queen of Katwe,2016,1,7565,4341582
R&eacute;parer les vivants,2016,0,8032,5096536
Raising the Bar,2016,1,7105,5274066
Raman Raghav 2.0,2016,0,8570,5662932
Ratchet &amp; Clank,2016,1,6876,2865120
Raw,2016,1,7662,4954522
"Red Pill, The",2016,1,7451,3686998
"Red Turtle, The",2016,0,7802,3666024
Resident Evil: The Final Chapter,2016,1,7447,2592614
Ride Along 2,2016,0,7261,2869728
"Rocky Horror Picture Show: Let&#39;s Do the Time Warp Again, The",2016,1,7224,1267299
Rogue One,2016,1,7334,3748528
Rustom,2016,1,8067,5165344
Sausage Party,2016,1,7042,1700841
"Secret Life of Pets, The",2016,0,6963,2709768
Sensitivity Training,2016,1,8084,5697078
Seoulyeok [Seoul Station],2016,0,8696,3845670
"Shallows, The",2016,1,6953,4052882
Shin Godzilla,2016,0,7196,4262980
"Siege of Jadotville, The",2016,0,7912,3922798
Silence,2016,0,7443,0490215
Sing,2016,1,7355,3470600
Sing Street,2016,0,6914,3544112
Snowden,2016,0,7124,3774114
Southside with You,2016,0,6999,4258698
Spa Night,2016,1,7509,5254640
Spidarlings,2016,1,7733,2262129
Split,2016,1,7422,4972582
Star Trek Beyond,2016,0,6991,2660888
Storks,2016,0,7180,4624424
Stranger Things,2016,1,8779,4574334
Suicide Squad,2016,1,7023,1386697
Sully,2016,0,7052,3263904
Swiss Army Man,2016,0,6968,4034354
Tallulah,2016,1,7013,1639084
Teenage Mutant Ninja Turtles: Out of the Shadows,2016,1,6915,3949660
Tenemos la carne [We Are the Flesh],2016,0,8129,4682708
Their Finest,2016,1,7800,1661275
Things to come - L&#39;avenir,2016,0,7474,4120176
Thomas &amp; Friends: The Great Race,2016,1,8325,5563932
Toni Erdmann,2016,1,7455,4048272
"Transfiguration, The",2016,0,8095,5039088
Triple 9,2016,1,6779,1712261
Trolls,2016,1,7237,1679335
True Memoirs of an International Assassin,2016,0,7339,1542768
Tschick,2016,0,8135,4911940
Un homme a la hauteur,2016,1,7058,4699388
Una,2016,0,7754,2315582
Under The Shadow,2016,1,7465,4273292
Underworld: Blood Wars,2016,0,7497,3717252
"Untamed, The",2016,1,7760,5265960
Vampires In Virginia,2016,1,6669,2938496
Varoonegi,2016,1,7759,5695764
Vier gegen die Bank,2016,0,8716,5173166
"Void, The",2016,1,7741,4255304
Voltron: Legendary Defender,2016,1,7069,5580664
War Dogs,2016,0,7053,2005151
War on Everyone,2016,1,7705,3708886
Warcraft,2016,1,6911,0803096
Whiskey Tango Foxtrot,2016,1,6760,3553442
Wiener-Dog,2016,0,7285,4144190
Women Who Kill,2016,1,8604,3973012
X-Men: Apocalypse,2016,1,6894,3385516
Yoga Hosers,2016,0,8010,3838992
"Young Offenders, The",2016,1,7520,4714568
Zoombies,2016,1,8793,5340882
Zootopia,2016,1,6741,2948356
"33, The",2015,1,7378,2006295
"3Tails Movie: A Mermaid Adventure, The",2015,1,7672,3391348
45 Years,2015,1,7072,3544082
600 millas [600 Miles],2015,0,7305,3685622
7 Letters,2015,1,6775,4691166
A Country Called Home,2015,1,6895,3953626
A Little Chaos,2015,1,6271,2639254
A Perfect Day,2015,0,6926,3577624
A Royal Night Out,2015,1,7197,1837562
A Sort of Homecoming,2015,1,6674,3303652
A Walk in the Woods,2015,0,8675,1178665
Absolutely Anything,2015,1,8643,1727770
Advantageous,2015,1,6685,3090670
After the Ball,2015,1,6667,3717016
AfterDeath,2015,1,6530,2710826
"Age of Adaline, The",2015,1,6269,1655441
Almost Mercy,2015,0,6283,3480446
Aloha,2015,1,6467,1243974
Already Tomorrow in Hong Kong,2015,0,7494,3700804
Alvin and the Chipmunks: The Road Chip,2015,0,8375,2974918
American Ultra,2015,0,6472,3316948
Anamolisa,2015,0,6677,2401878
Angry Indian Goddesses,2015,1,6581,3368222
Anguish,2015,1,6851,3620762
Anna Unbound,2015,1,6696,4069042
Ant-Man,2015,0,6359,0478970
Atrapa la bandera [Capture the Flag],2015,0,8614,3896100
Ava&#39;s Possession,2015,1,7558,3727982
Avengers: Age of Ultron,2015,1,6217,2395427
Avril et le monde truque,2015,1,7219,3422078
Baahubali: The Beginning,2015,0,6855,2631186
Bad Hair Day,2015,1,6132,3856042
Bajirao Mastani,2015,0,8738,3735246
Barely Lethal,2015,1,6369,1731701
Batman Unlimited: Animal Instincts,2015,0,6426,4437640
Battle For Sevastopol,2015,1,7041,4084744
Battledream Chronicle,2015,1,6294,4714032
Beasts of No Nation,2015,0,7922,1365050
Bessie,2015,1,6291,3704352
"Big Short, The",2015,0,6648,1596363
Bill,2015,0,6715,2978576
Birigyaru,2015,1,7577,4195368
Black Mass,2015,0,6486,1355683
"Blackcoat&#39;s Daughter, The",2015,1,8050,3286052
Blackhat,2015,0,6572,2717822
Bloodsucking Bastards,2015,0,6438,3487994
Boi Neon,2015,1,7511,4899406
Bound,2015,1,6229,4145324
Bridge of Spies,2015,0,6502,3682448
"Bronze, The",2015,1,7024,3859304
Brooklyn,2015,1,6549,2381111
brothers of the wind,2015,0,7253,3532278
Burn Burn Burn,2015,1,8000,3627488
By the Sea,2015,1,6612,3707106
Captive,2015,1,6644,3268668
Carol,2015,1,6563,2402927
"Case of Hana and Alice, The",2015,1,6823,4125300
Chappie,2015,0,6134,1823672
Chi-Raq,2015,1,6660,4594834
Child 44,2015,0,6354,1014763
Cinderella,2015,1,6152,1661199
"Colony, The",2015,1,7089,4005402
Comment c&#39;est loin,2015,0,6683,4576612
Comoara,2015,0,6719,4515684
Concussion,2015,0,6633,3322364
Creed,2015,0,6588,3076658
Crimson Peak,2015,1,6494,2554274
Daddy&#39;s Home,2015,0,6651,1528854
"Danish Girl, The",2015,1,6655,0810819
Demolition,2015,0,6985,1172049
Descendants,2015,1,6386,3440298
"Diary of a Teenage Girl, The",2015,1,6737,3172532
Do You Believe?,2015,1,6222,4056738
Dofus - Livre 1: Julith,2015,1,7862,4731504
Dolly Parton&#39;s Coat of Many Colors,2015,1,6634,4767274
Dope,2015,0,6479,3850214
Dora oder Die sexuellen Neurosen unserer Eltern,2015,1,6260,4265878
Dragon Ball Z: Resurrection &#39;F&#39;,2015,0,7427,3819668
"Dressmaker, The",2015,1,6566,2910904
Drunk Wedding,2015,0,6275,1950135
"DUFF, The",2015,1,6125,1666801
"Duke of Burgundy, The",2015,1,6107,2570858
Eaters,2015,0,7503,2109127
Embers,2015,0,7343,3503460
Emelie,2015,1,7993,4503598
"End of the Tour, The",2015,0,6409,3416744
Entourage,2015,0,6303,1674771
Equals,2015,1,6982,3289728
Everest,2015,0,6913,2719848
Evolution,2015,0,7347,4291590
Ex Machina,2015,0,6084,0470752
Experimenter,2015,0,6955,3726704
Eye in the Sky,2015,1,6836,2057392
Family Fang,2015,1,6889,2097331
Fantastic Four,2015,0,6392,1502712
Far From the Madding Crowd,2015,1,6237,2935476
Fathers &amp; Daughters,2015,1,7686,2582502
Feeheld,2015,1,6622,1658801
Fifty Shades of Grey,2015,1,6113,2322441
"Final Girls, The",2015,1,6489,2118624
Focus,2015,0,6254,2381941
"Four Warriors, The",2015,0,6336,4026600
Fourth Man Out,2015,0,7111,3978720
Frau Muller muss weg,2015,1,6048,4216934
Full Out,2015,1,7482,3977462
Furious 7,2015,1,6186,2820852
Get Hard,2015,0,6325,2561572
Ghosthunters,2015,1,6197,3711622
"Gift, The",2015,1,8233,4178092
"Girl King, The",2015,1,7361,1254322
Girls Lost,2015,1,7832,4425152
"Good Dinosaur, The",2015,1,6558,1979388
Goosebumps,2015,0,6508,1051904
Grandma,2015,1,6383,4270516
"Great Gilly Hopkins, The",2015,1,8703,001226766
"Green Inferno, The",2015,1,6478,2403021
Green Room,2015,1,6887,4062536
"Gunman, The",2015,0,6328,2515034
Halal Love,2015,1,6961,5105218
Harbinger Down,2015,1,6875,3397918
Harter Brocken,2015,1,7931,3981858
"Hateful Eight, The",2015,1,6628,3460252
Hedi Schneider steckt fest,2015,1,6261,3707396
"Hello, My Name Is Doris",2015,1,6925,3766394
Hidden,2015,1,6613,2131532
High Rise,2015,0,8509,0462335
Highway to Hellas,2015,0,8922,4766604
Hitman: Agent 47,2015,0,8334,2679042
"Hollow, The",2015,1,6593,4472596
Home,2015,1,6148,2224026
Hot Pursuit,2015,0,8037,2967224
Hotel Transylvania 2,2015,1,6487,2510894
Hrutar,2015,0,7116,3296658
"Hunger Games: Mockingjay - Part 2, The",2015,1,6560,1951266
I&#39;ll See You in My Dreams,2015,1,6419,3236120
Il racconto dei racconti,2015,1,6418,3278330
In the Heart of the Sea,2015,0,6589,1390411
Inside Out,2015,1,6255,2096673
Insidious: Chapter 3,2015,1,6292,3195644
Insurgent,2015,1,6157,2908446
"Intern, The",2015,1,6643,2361509
Into the Forest,2015,1,7102,2625810
Intruders,2015,1,7881,4009278
Invisible Sister,2015,1,6726,4420110
Irrational Man,2015,0,6375,3715320
Je suis un soldat,2015,1,6868,4485178
Jem and the Holograms,2015,1,7029,3614530
Joy,2015,1,6635,2446980
Jupiter Ascending,2015,1,6101,1617661
Jurassic World,2015,1,6306,0369610
Just Jim,2015,0,6469,3291148
Justice League: Throne of Atlantis,2015,1,6342,3878542
Krampus,2015,1,6601,3850590
Kung Fury,2015,0,6278,3472226
L&#39;antiquaire,2015,1,6259,4000768
L&#39;attesa,2015,1,6712,3715122
La belle saison,2015,1,7091,4080768
La loi du march&eacute;,2015,0,6279,4428814
La memoria del agua,2015,0,7132,4341864
La Passion d&#39;Augustine,2015,1,6187,4392438
"Lady in the Van, The",2015,1,6950,3722070
Last Knights,2015,0,6297,2493486
"Last Witch Hunter, The",2015,1,6684,1618442
Lavalantula,2015,1,7502,4060576
"Lazarus Effect, The",2015,1,6166,2918436
Legend,2015,1,6671,3569230
Les ogres,2015,1,6786,4466872
Life,2015,1,7916,2948840
Little Big Master,2015,1,6732,4319698
"little prince, The",2015,1,6434,1754656
"Liza, the fox fairy",2015,1,6190,2210769
"Lobster, The",2015,1,6614,3464902
London Spy,2015,0,7541,4108134
Long Way North,2015,0,7458,2262345
"Longest Ride, The",2015,1,6787,2726560
Louder Than Bombs,2015,0,7062,2217859
Love Live! The School Idol Movie,2015,1,8081,3837248
Love the Coopers,2015,1,6595,2279339
Macbeth,2015,0,6637,2884018
Mad Max: Fury Road,2015,1,6242,1392190
Madame Bovary,2015,0,6422,2334733
Maend &amp; hons,2015,0,6316,3877674
Maggie&#39;s Plan,2015,1,6967,3471098
Magic Mike XXL,2015,1,6372,2268016
"Man from U.N.C.L.E., The",2015,1,6407,1638355
Man Up,2015,1,6649,3064298
"Man Who Knew Infinity, The",2015,0,6969,0787524
Marguerite,2015,1,6770,4428788
"Martian, The",2015,1,6466,3659388
Maryland,2015,0,8079,4085084
Max,2015,1,6949,3369806
Maze Runner: The Scorch Trials,2015,1,6457,4046784
Me and Earl and the Dying Girl,2015,1,6436,2582496
Meadowland,2015,1,6767,3529656
"Meddler, The",2015,1,6769,4501454
Miles Ahead,2015,0,7232,0790770
"Milyy Khans, dorogoy Pyotr",2015,0,7484,3817188
Min lilla syster,2015,1,6752,4093680
Minions,2015,1,6338,2293640
Miss You Already,2015,1,6706,2245003
Mission: Impossible - Rogue Nation,2015,0,6389,2381249
Mistres America,2015,1,6619,2872462
Mojave,2015,0,8370,2322517
Mortdecai,2015,0,6098,3045616
Mr. Holmes,2015,0,6430,3168230
"Murder Pact, The",2015,1,6521,4498966
Mustang,2015,1,6355,3966404
My Little Pony: Equestria Girls - Friendship Games,2015,1,6482,4450396
Mythica: The Darkspore,2015,1,6661,3478232
Never Let Go,2015,0,7178,3833474
Next Stop L.A.,2015,1,6376,4895704
Nil Battey Sannata,2015,1,7441,5005684
Office,2015,1,6771,4392726
Other Halves,2015,1,7947,4308714
Our Little Sister,2015,1,6974,3756788
"Overnight, The",2015,1,6356,3844362
Pan,2015,0,6611,3332064
Papertowns,2015,0,6388,3622592
Parched,2015,1,7538,3043252
Paul Blart: Mall Cop 2,2015,0,8770,3450650
Pawn Sacrifice,2015,0,6475,1596345
"Peanuts Movie, The",2015,1,6548,2452042
"Perfect Guy, The",2015,0,6447,3862750
Phoenix Incident,2015,0,8006,4341532
"Phoenix Project, The",2015,0,6330,3430042
Pitch Perfect 2,2015,1,6284,2848292
Pixels,2015,0,6367,2120120
Point Break,2015,0,6632,2058673
Portrait of a Serial Monogamist,2015,1,8606,2935662
Predator Dark Ages,2015,0,6282,4171544
Psychosis,2015,1,7522,6663788
Que Horas Ela Volta?,2015,1,6412,3742378
Queen of Earth,2015,1,6717,3993894
"Reason I Shop Online, The",2015,1,6321,4780834
"Revenant, The",2015,0,6567,1663202
Riaru onigokko,2015,1,6866,4439120
Ricki and the Flash,2015,1,6410,3623726
"Ridiculous 6, The",2015,0,6597,2479478
Roald Dahl&#39;s Esio Trot,2015,0,7327,3205394
Room,2015,1,6584,3170832
Run All Night,2015,0,6299,2199571
San Andreas,2015,1,6281,2126355
Schneider vs. Bax,2015,0,6532,3430416
Scouts Guide to the Zombie Apocalypse,2015,0,8227,1727776
"Second Best Exotic Marigold Hotel, The",2015,1,6361,2555736
Self/less,2015,0,6424,2140379
Septembers of Shiraz,2015,1,6227,3661298
Sharknado 3: Oh Hell No!,2015,1,8352,3899796
Shaun the Sheep Movie,2015,0,6329,2872750
Shisha no teikoku (Empire of Corpses),2015,0,8569,4235644
Sicario,2015,0,6470,3397884
"Sin Seer, The",2015,1,7259,3605262
Sisters,2015,1,6609,1850457
Sleeping with Other People,2015,1,7902,3165612
Slow Learners,2015,1,6723,2537390
Slow West,2015,0,6364,3205376
Southpaw,2015,0,6366,1798684
Spectre,2015,0,6519,2379713
"SpongeBob Movie: Sponge Out of Water, The",2015,0,6105,2279373
Spotlight,2015,0,6707,1895587
Spy,2015,1,6265,3079380
"Stanford Prison Experiment, The",2015,0,8036,0420293
Star Wars: The Force Awakens,2015,1,6610,2488496
"Steps, The",2015,1,7761,3801372
Steve Jobs,2015,1,6506,2080374
Stitcher,2015,0,6636,4858280
Straight Outta Compton,2015,0,6435,1398426
Strange Magic,2015,1,6093,4191054
Suffragette,2015,1,6226,3077214
"Summer of Sangaile, The",2015,1,6094,2994832
Sunset Song,2015,1,6928,2262161
Survivor,2015,1,7063,3247714
Sweet Bean,2015,1,7454,4298958
Synchronicity,2015,0,7890,2049543
Tangerine,2015,1,6390,3824458
Taxi,2015,1,6365,4359416
Ted 2,2015,0,6350,2637276
Teen Beach 2,2015,1,6399,3764966
Temp&ecirc;te,2015,0,6716,3757648
Terminator Genisys,2015,0,6340,1340138
Testament of Youth,2015,1,6322,1441953
They Call Me Jeeg Robot,2015,0,6959,3775086
This changes everything,2015,1,6665,1870548
"Three Es, The",2015,1,6156,4247740
Throne,2015,1,6774,4010918
Tiger House,2015,1,6818,2911674
Till We Meet Again,2015,1,6757,2461340
Timelike,2015,1,6404,4897214
Titli,2015,0,6334,3019620
Tjuvheder,2015,1,7270,4153324
Tod den Hippies!! Es lebe der Punk!,2015,0,6163,3397082
Tomorrowland,2015,1,6267,1964418
Trainwreck,2015,1,6357,3152624
"Transporter Refueled, The",2015,1,6678,2938956
True Story,2015,0,6223,2273657
Trumbo,2015,1,6565,3203606
Trust Fund,2015,1,6393,3969208
Turbo Kid,2015,0,6956,3672742
"Un peu, beaucoup, aveuglement!",2015,1,6296,4466936
Uncanny,2015,0,6692,2321502
Unexpected,2015,1,7335,4145304
Unfinished Business,2015,0,8259,2358925
Until Dawn,2015,1,6449,2742544
Vacation,2015,1,6596,1524930
Vampyres,2015,1,8356,3654680
VANish,2015,0,6300,3058674
Vice,2015,1,6495,3480796
Victor Frankenstein,2015,0,6557,1976009
Victoria,2015,0,6343,4226388
"Visit, The",2015,1,7015,3567288
"VVitch: A New-England Folktale, The",2015,1,6777,4263482
"Walk, The",2015,0,6510,3488710
"Wave (B&oslash;lgen), The",2015,1,6939,3616916
"Wedding Ringer, The",2015,1,6065,0884732
Wo shi zheng ren,2015,0,6537,4979652
Woman in Gold,2015,1,6288,2404425
World of Tomorrow,2015,1,6277,4171032
You&#39;re My Boss,2015,0,7873,4489160
Youth,2015,0,6708,3312830
Z for Zachariah,2015,0,6948,1598642
&#39;71,2014,0,5159,2614684
22 Jump St,2014,0,5663,2294449
3 Days to Kill,2014,1,5192,2172934
300: Rise of an Empire,2014,0,5256,1253863
5 Flights Up,2014,1,7036,2933544
A Brilliant Young Mind,2014,0,6425,3149038
A coup sur,2014,0,5566,2545186
A Girl Walks Home Alone at Night,2014,1,6036,2326554
A Long Way Down,2014,1,5346,0458413
A Million Ways to Die in the West,2014,0,5517,2557490
A Most Violent Year,2014,1,6117,2937898
A Most Wanted Man,2014,0,5713,1972571
A Noite da Virada,2014,1,6023,4299406
A Walk Among the Tombstones,2014,0,5770,0365907
